"Referrer source","Referrer name","Day","Landing page URL","Session device type","Online store visitors","Sessions"
"search","google","2024-04-24","https://www.hensandhollyhocks.com/","mobile",2,2
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/pink-dog-bed","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/collections/crockery?page=2","mobile",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/hobnail-jug-dark-green","desktop",1,1
"search","google","2024-04-24","https://www.hensandhollyhocks.com/products/pink-dog-bed","other",1,1
"search","google","2024-04-24","https://www.hensandhollyhocks.com/pages/about-us","mobile",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/sky-blue-gingham-tablecloth","desktop",1,1
"search","google","2024-04-24","https://www.hensandhollyhocks.com/","desktop",3,3
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-dinner-plates-1","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/swan-princess","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/linen-placemat-1","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/flamingo-confettie-tumblers","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-salad-plates","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/hobnail-jug-minty-green","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/","desktop",3,3
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/","mobile",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/canary-confettie-tumblers","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/emily-placemat-napkin-set-of-two","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/brigitte-placemat-napkin-set","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/amalfi-yellow-stripe-tablecloth","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/eva-tablecloth","desktop",1,1
"search","google","2024-04-24","https://www.hensandhollyhocks.com/products/scalloped-edge-rattan-tray","other",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/silver-leaf-ceramic-starter-plate","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/pink-rabbit-jug-and-tumblers","desktop",1,1
"direct",,"2024-04-24","https://04q8a7mvelrles8o4q3kex5pmlc1qc7-46049722528.shopifypreview.com/?cb=b08ac83e9ad59fe1f48ab1f490e96070d4d01f62c87d0f021c193699c175ed69","desktop",3,3
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/linen-placemat","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/amalfi-blue-leopard-tablecloth","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/linen-placemat-2","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/delilah-tablecloth","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/green-cactus-jug","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/set-of-four-oiseaux-de-paradis-dessert-plates","desktop",1,1
"direct","hensandhollyhocks","2024-04-24","https://www.hensandhollyhocks.com/collections/decorations?page=3","mobile",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/tall-confetti-tumblers","desktop",1,1
"direct",,"2024-04-24","https://www.hensandhollyhocks.com/products/cactus-tumblers","desktop",1,1
"unknown","virondigital","2024-04-25","https://www.hensandhollyhocks.com/","desktop",1,1
"social","facebook","2024-04-25","https://www.hensandhollyhocks.com/?fbclid=IwZXh0bgNhZW0CMTEAAR0vCCi8NAwRccDRUuUjvDOVA2tZa5ghMgLxg_KC0rULtInLPwQrNU0d9f0_aem_AZVMSlx5hRoGZI2VB5bylX8N_r_iwsaQnvPBvZhpXDIrw6zeiP1DaB7Qu6BsaowTxCGeoG3sKZXAAeNLGCvFd-iy","desktop",1,1
"search","google","2024-04-25","https://www.hensandhollyhocks.com/products/green-coral-scallop-edge-dessert-side-plate","desktop",1,1
"direct",,"2024-04-25","https://www.hensandhollyhocks.com/collections/wastepaper-baskets","desktop",1,1
"direct",,"2024-04-25","https://www.hensandhollyhocks.com/products/hobnail-glasses-set-of-6","desktop",1,1
"direct",,"2024-04-25","https://www.hensandhollyhocks.com/","desktop",1,1
"search","google","2024-04-25","https://www.hensandhollyhocks.com/products/brass-bee-door-knocker-brass-finish","desktop",1,1
"direct",,"2024-04-25","https://www.hensandhollyhocks.com/policies/terms-of-service","desktop",1,1
"direct",,"2024-04-25","https://www.hensandhollyhocks.com/collections/hobnail-jugs","desktop",1,1
"direct",,"2024-04-25","https://www.hensandhollyhocks.com/","mobile",1,1
"direct",,"2024-04-25","https://www.hensandhollyhocks.com/pages/contact-us","desktop",1,1
"search","google","2024-04-26","https://www.hensandhollyhocks.com/products/brass-bee-door-knocker-brass-finish","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/hobnail-jug-silky-rose","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/policies/refund-policy","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/policies/privacy-policy","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/prancing-glitter-deer","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/tall-confetti-tumblers-1","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/dark-blue-napkin-set-of-6","desktop",1,1
"social","instagram","2024-04-26","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAabuNYFE4wqVV71GvPUzCjv7ezkPxRacno3g_vpBNi7ZY1SXY1LEyP3MqmE_aem_AZmOX5GkFuaztepHNNkHll68xkwFNnBBlrkeUy1VVsHGWCy5oxY6vFdoK8JxbD82yYKBCZ5OdfqMWYZY_jo5UqrY","mobile",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/set-of-four-christmas-lucky-spider-velvet-bows","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/pink-ruffled-edge-tablecloth","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/","mobile",1,1
"search","google","2024-04-26","https://www.hensandhollyhocks.com/","mobile",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/collections/all?sort_by=best-selling","desktop",1,1
"search","google","2024-04-26","https://www.hensandhollyhocks.com/products/pink-roses-hydrangea-blue-irises-wastepaper-basket-1","mobile",1,1
"search","google","2024-04-26","https://www.hensandhollyhocks.com/products/rattan-breakfast-tray","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/hobnail-glasses-set-of-6","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/set-of-four-white-lace-starter-plates","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/elodie-placemat-napkin-set","desktop",1,1
"search","google","2024-04-26","https://www.hensandhollyhocks.com/products/amalfi-yellow-stripe-tablecloth","mobile",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/raffia-water-jug","desktop",1,1
"search","google","2024-04-26","https://www.hensandhollyhocks.com/products/green-coral-scallop-edge-dessert-side-plate","mobile",1,1
"direct","hensandhollyhocks","2024-04-26","https://www.hensandhollyhocks.com/products/navy-ivory-white-footed-wastepaper-basket","mobile",1,1
"direct","hensandhollyhocks","2024-04-26","https://www.hensandhollyhocks.com/collections/napkin-bows?page=2","mobile",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/set-of-four-christmas-red-velvet-bows","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-started-plate","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-dinner-plate","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/set-of-four-rattan-charger-plates-brown","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/capri-stripe-and-plain-green-cushion","desktop",1,1
"social","instagram","2024-04-26","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAabtob7u6ea3zOxTKtTpz4xexje7wJWs3EW6KiR9yZ4v5lAD-Ze_ywJpV7w_aem_AZmQYi9xBG4dNlNFMa-h6-NSR0-b-Uy9T2YGPp5zO1l2SNmzRkmmFq1IJ6p1EA9RqA4bz0syQIULjXQKsM3-MAP-","mobile",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/raffia-water-glasses","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/collections/tablecloths","other",1,1
"direct","hensandhollyhocks","2024-04-26","https://www.hensandhollyhocks.com/collections/christmascollection?page=5","mobile",1,1
"search","google","2024-04-26","https://www.hensandhollyhocks.com/products/bow-napkin-rings-set-of-four-1","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/pink-rabbit-jug","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/blue-ruffled-edge-tablecloth","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/large-glittery-wooden-christmas-tree","desktop",1,1
"direct",,"2024-04-26","https://www.hensandhollyhocks.com/products/fuchsia-napkin-set-of-six","desktop",1,1
"search","google","2024-04-26","https://www.hensandhollyhocks.com/products/lemon-napkin-rings-set-of-four","desktop",1,1
"direct",,"2024-04-27","https://www.hensandhollyhocks.com/","desktop",2,2
"search","google","2024-04-27","https://www.hensandhollyhocks.com/products/small-tulip-pyramid-vase","desktop",1,1
"direct",,"2024-04-27","https://www.hensandhollyhocks.com/","mobile",1,1
"search","google","2024-04-27","https://www.hensandhollyhocks.com/products/red-coral-scallop-edge-dessert-side-plate","desktop",1,1
"search","google","2024-04-27","https://www.hensandhollyhocks.com/","desktop",1,1
"direct",,"2024-04-27","https://www.hensandhollyhocks.com/products/owl-on-tree-jug","mobile",1,1
"direct",,"2024-04-27","https://www.hensandhollyhocks.com/products/hobnail-jug-light-green","mobile",1,1
"direct","hensandhollyhocks","2024-04-27","https://www.hensandhollyhocks.com/collections/crockery?page=3","mobile",1,1
"search","google","2024-04-27","https://www.hensandhollyhocks.com/products/five-piece-bamboo-flatware-set","mobile",1,1
"social","instagram","2024-04-27","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaYVLW5LWtpoeNBOD8ZVrGvP3Zfnjv1ZJM9LWr3wt1g5mgFDMQaRnA7WIsY_aem_AUkTTzBLOLoD29is_liQpp00UDh_WDKlp11peIrzCnMmldQMW3s0fE_oDPzqXU56VwWO9THJ8pqlscH80mourceW","mobile",1,1
"search","google","2024-04-27","https://www.hensandhollyhocks.com/products/bow-napkin-rings-set-of-four-1","mobile",1,1
"search","google","2024-04-27","https://www.hensandhollyhocks.com/products/green-coral-scallop-edge-dessert-side-plate","desktop",2,2
"social","instagram","2024-04-28","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAabApvVMH6aI5IlvD2k3KAmQSudvampD-wLV_PCO687ZKwq6XQ9qR-rlVoM_aem_ASb81MYCOrvYBaMCqOXUwVAFjKke4Ecl-xFxH_M8iEYcDa_PZPlzlXvp95WP8iMsifYt54gMFhVCatAy9qvxuGWq","mobile",1,1
"search","google","2024-04-28","https://www.hensandhollyhocks.com/products/set-of-four-white-lace-dinner-plates","desktop",1,1
"search","google","2024-04-28","https://www.hensandhollyhocks.com/","mobile",1,2
"search","google","2024-04-28","https://www.hensandhollyhocks.com/products/poodle-candle-holder","desktop",1,1
"direct",,"2024-04-28","https://www.hensandhollyhocks.com/products/coral-scallop-edge-dessert-side-plate","other",1,1
"search","google","2024-04-28","https://www.hensandhollyhocks.com/products/scalloped-edge-rattan-tray","mobile",1,1
"search","google","2024-04-28","https://www.hensandhollyhocks.com/products/handblown-glass-candle-holders-set-of-two","mobile",2,2
"social","instagram","2024-04-28","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZzojFcwSiERIsmaZ6qpDUW9ED6o0mgP6YfuGwUqua-k-C0n-R1kK2dKzE_aem_ASQAlPjKkr8VAE6RBQW7BMYhZzo_qMjYz6aIE8YwspOlybbO4RlWu-ku1bAcbypAKRZCeTRvhwOrd4oFfwqSiVHd","mobile",1,1
"direct",,"2024-04-28","https://www.hensandhollyhocks.com/","desktop",1,1
"social","facebook","2024-04-28","https://www.hensandhollyhocks.com/?fbclid=IwZXh0bgNhZW0CMTEAAR3Va-PVWlA0z_cSv2t55FXjj39j1l1USizLlAHphhoahiLIvvnNHTKvc-Y_aem_ASZ_LLs0-6bjb-btVx_uMoBfzCPdLJ37xcf1icFEwk179nlngxOhpfAQyMKbSVussKjAljQ86z1oBb04KesGu5Eu","desktop",1,1
"search","google","2024-04-28","https://www.hensandhollyhocks.com/products/capri-stripe-and-plain-green-cushion","mobile",1,1
"direct","hensandhollyhocks","2024-04-28","https://www.hensandhollyhocks.com/products/set-of-four-tapered-candles-pinks","mobile",1,1
"search","google","2024-04-28","https://www.hensandhollyhocks.com/collections/hobnail-jugs","desktop",1,1
"direct","hensandhollyhocks","2024-04-28","https://www.hensandhollyhocks.com/collections/cutlery","desktop",1,1
"direct",,"2024-04-28","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAabApvVMH6aI5IlvD2k3KAmQSudvampD-wLV_PCO687ZKwq6XQ9qR-rlVoM_aem_ASb81MYCOrvYBaMCqOXUwVAFjKke4Ecl-xFxH_M8iEYcDa_PZPlzlXvp95WP8iMsifYt54gMFhVCatAy9qvxuGWq","mobile",1,1
"social","instagram","2024-04-28","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZ3SbIe_jC1na91XMU43pSDqJW3ec7XyLAsVNAb6ssIyQUztATLe1JDscg_aem_ARef5A98Gv-aHe_W2Z9rUziOJxBp5oZLFjouZ1oDqmxTF24OIv-_b3GVC0XCSrKRM8xs51nOwR4pRuDL43Z4gUYn","mobile",1,1
"search","google","2024-04-29","https://www.hensandhollyhocks.com/products/five-piece-gustave-pearl-flatware-set","desktop",1,1
"direct","hensandhollyhocks","2024-04-29","https://www.hensandhollyhocks.com/products/set-of-four-tapered-candles-pinks","mobile",1,1
"direct",,"2024-04-29","https://www.hensandhollyhocks.com/products/set-of-four-oiseaux-de-paradis-luncheon-plates","desktop",1,1
"search","google","2024-04-29","https://www.hensandhollyhocks.com/collections/hobnail-jugs","desktop",1,1
"search","google","2024-04-29","https://www.hensandhollyhocks.com/products/pink-dog-bed","desktop",1,1
"social","facebook","2024-04-29","https://www.hensandhollyhocks.com/?fbclid=IwZXh0bgNhZW0CMTEAAR13fTn6njvsV_pERL49ytrYDZmmKHt12s0Ybo7TJzzCW4vjBj1FtYEf1B0_aem_AadD2yTwdjfPLI8mFD1DhQLlOd3-vfUpT8kDwQ8T9jG-3C9ItoOGCPVv0ZQvz56sYG3BvnEMUoJ3d7338rXU92Rs","desktop",1,1
"direct",,"2024-04-29","https://www.hensandhollyhocks.com/products/white-lace-dinner-plate","desktop",1,1
"direct",,"2024-04-29","https://www.hensandhollyhocks.com/products/five-piece-gustave-pearl-flatware-set","desktop",1,1
"search","google","2024-04-29","https://www.hensandhollyhocks.com/products/pink-dog-bed","mobile",1,1
"direct",,"2024-04-29","https://www.hensandhollyhocks.com/","desktop",1,1
"search","google","2024-04-29","https://www.hensandhollyhocks.com/products/hobnail-glasses-set-of-6","desktop",1,1
"direct",,"2024-04-29","https://www.hensandhollyhocks.com/products/rattan-placemats-red?utm_content=Facebook_UA&variant=49771655102624&utm_source=IGShopping&utm_medium=Social","mobile",1,1
"social","linkedin","2024-04-29","https://www.hensandhollyhocks.com/","mobile",1,1
"search","google","2024-04-29","https://www.hensandhollyhocks.com/","desktop",1,1
"direct",,"2024-04-29","https://www.hensandhollyhocks.com/products/red-berries-tablecloth","desktop",1,1
"direct",,"2024-04-29","https://www.hensandhollyhocks.com/products/set-of-four-white-lace-dinner-plates","desktop",1,1
"search","google","2024-04-30","https://www.hensandhollyhocks.com/","mobile",1,1
"search","google","2024-04-30","https://www.hensandhollyhocks.com/","desktop",1,1
"direct","hensandhollyhocks","2024-04-30","https://www.hensandhollyhocks.com/collections/cushions","mobile",1,1
"search","google","2024-04-30","https://www.hensandhollyhocks.com/products/five-piece-tortoiseshell-flatware-set","mobile",1,1
"unknown",,"2024-04-30","https://www.hensandhollyhocks.com/","mobile",1,1
"direct",,"2024-04-30","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZPfsP2hDHgqJWa7lD5IejRH-7xQ3ILBF7dG4PppprOV-x4gA_MTuJSLTw_aem_ARB_D7hirocbIkvA2Q4li2BUb5vUHub0djoDR8VLAd5M-V7FB9CU_Dw6Ukiu4LAT0q_ILVotZuqU7-JKV2eYDe3A","mobile",1,2
"search","google","2024-04-30","https://www.hensandhollyhocks.com/products/lemon-napkin-rings-set-of-four","mobile",1,1
"direct",,"2024-04-30","https://www.hensandhollyhocks.com/products/regency-gold-laying-deer?utm_content=Facebook_UA&variant=47882677649568&utm_source=IGShopping&utm_medium=Social","mobile",1,1
"search","google","2024-04-30","https://www.hensandhollyhocks.com/collections/tablecloths","desktop",1,1
"social","instagram","2024-04-30","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZPfsP2hDHgqJWa7lD5IejRH-7xQ3ILBF7dG4PppprOV-x4gA_MTuJSLTw_aem_ARB_D7hirocbIkvA2Q4li2BUb5vUHub0djoDR8VLAd5M-V7FB9CU_Dw6Ukiu4LAT0q_ILVotZuqU7-JKV2eYDe3A","mobile",1,1
"search","google","2024-05-01","https://www.hensandhollyhocks.com/products/red-scallop-edge-dinner-plate","mobile",1,1
"social","instagram","2024-05-01","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaYsg5R0wUYThgBea3j-IND1h5BxSQ4dOhPoX9IvmjOyE__nehIYhBojrpQ_aem_Abw6I8_EOwdYACs8Ax6RNEQw0LwfeR-lp0sQNGMVB2JGcEPhmfmmdUYli56L6zdOG8eZYGyrh80nVkyTZWGxiwAF","mobile",1,1
"search","google","2024-05-01","https://www.hensandhollyhocks.com/products/hobnail-jug","desktop",1,1
"direct",,"2024-05-01","https://www.hensandhollyhocks.com/products/lemon-napkin-rings-set-of-four","mobile",1,1
"direct",,"2024-05-01","https://www.hensandhollyhocks.com/","desktop",3,3
"unknown",,"2024-05-01","https://www.hensandhollyhocks.com/products/porcelain-thermos-carafe-sicilian-lemons","mobile",1,1
"search","google","2024-05-01","https://www.hensandhollyhocks.com/products/dinner-plate-with-floral-design-3","desktop",1,1
"search","google","2024-05-01","https://www.hensandhollyhocks.com/products/red-scallop-edge-dinner-plate","desktop",1,1
"direct",,"2024-05-01","https://www.hensandhollyhocks.com/products/pink-dog-bed","mobile",1,1
"direct",,"2024-05-01","https://www.hensandhollyhocks.com/products/swan-princess?_pos=77&_sid=5d74dca34&_ss=r","mobile",1,1
"unknown",,"2024-05-01","https://www.hensandhollyhocks.com/collections/carafes","mobile",1,1
"direct",,"2024-05-02","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAabApvVMH6aI5IlvD2k3KAmQSudvampD-wLV_PCO687ZKwq6XQ9qR-rlVoM_aem_ASb81MYCOrvYBaMCqOXUwVAFjKke4Ecl-xFxH_M8iEYcDa_PZPlzlXvp95WP8iMsifYt54gMFhVCatAy9qvxuGWq","mobile",1,1
"search","google","2024-05-02","https://www.hensandhollyhocks.com/collections/tissue-box","other",1,1
"direct",,"2024-05-02","https://www.hensandhollyhocks.com/products/copy-of-white-and-gold-placemats-set-of-four","desktop",1,1
"search","google","2024-05-02","https://www.hensandhollyhocks.com/products/lemon-napkin-rings-set-of-four","desktop",1,1
"search","google","2024-05-02","https://www.hensandhollyhocks.com/products/five-piece-bamboo-flatware-set","desktop",1,1
"direct",,"2024-05-02","https://www.hensandhollyhocks.com/","mobile",4,4
"direct","hensandhollyhocks","2024-05-03","https://www.hensandhollyhocks.com/","desktop",1,1
"direct",,"2024-05-03","https://www.hensandhollyhocks.com/products/swan-princess?_pos=77&_sid=5d74dca34&_ss=r","mobile",1,1
"direct",,"2024-05-03","https://www.hensandhollyhocks.com/","other",2,2
"social","instagram","2024-05-03","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAab-rnDTSiAK0WhhbIG_CMNVniktIsrm7zWUnrV2QBJHoZG17NAfKVhPqgo_aem_AWrCj7-LnH-Q2MlZhcHHNkxksKWE2LhKPA_IlGDOBgNoZNGJlLNsTkotpl_ICeeXPEyodMAwzhSaNX5F7SGpi3JP","mobile",1,1
"direct",,"2024-05-03","https://www.hensandhollyhocks.com/","mobile",1,1
"direct","hensandhollyhocks","2024-05-03","https://www.hensandhollyhocks.com/products/scallop-edge-dinner-plate","desktop",1,1
"search","google","2024-05-03","https://www.hensandhollyhocks.com/products/pink-ruffled-edge-tablecloth","mobile",1,1
"search","google","2024-05-03","https://www.hensandhollyhocks.com/","mobile",2,2
"direct",,"2024-05-03","https://www.hensandhollyhocks.com/","desktop",1,1
"social","instagram","2024-05-04","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZry8NBNhmFYIWUE8--AZl5cUepXRYhoP3E6MjoqOpxf5Aml_c8JOSQaQs_aem_AcSOnjz7wipPpdyysD5LJ5guDeF69KvhwnNimc3YaPVtdSPId8IPgu9-5ak4EOzvGy1sJpA7Qw3_9uSWU6PNlcfj","mobile",1,1
"direct",,"2024-05-04","https://www.hensandhollyhocks.com/","desktop",1,1
"social","instagram","2024-05-04","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaaQ04VFYoF2rJO1yKAw_o-vIqiHYjbVNnb0n6ZQxXUpB4l61-vby3H3pHM_aem_AVOqKPIHp6ZvYP-Mj6fy3TSS6CZfB3sIf73lYX5jvbQ1dmK6z4bzqljThec8DvWG3I1rKim_iUHj_zW7aESDryMM","mobile",1,1
"search","google","2024-05-04","https://www.hensandhollyhocks.com/products/amalfi-yellow-stripe-tablecloth","mobile",1,1
"direct",,"2024-05-04","https://www.hensandhollyhocks.com/products/large-golden-pearl-beaded-tree-set-of-two?_pos=6&_sid=85ff3f8a8&_ss=r","mobile",1,1
"search","google","2024-05-04","https://www.hensandhollyhocks.com/products/bow-napkin-rings-set-of-four-1","mobile",1,1
"social","facebook","2024-05-04","https://www.hensandhollyhocks.com/?fbclid=IwZXh0bgNhZW0CMTEAAR3L6gFedpAuYQqyMdHvLOStQj48L_qrg1o-_9h_IBi3Aqt3kfSAwMAKzlM_aem_AcTc3sSezhgV_zXfPv1Y1g02Tclu2KK-Mrl4EbM2t8MJizRn5N_HDFrvRkii71zbNf5tfh5vuhT03TBZjdCxQ4Sh","desktop",1,1
"social","instagram","2024-05-04","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZsIW74EPRL9lhR6uBSNDKCKG3Vxc1tHjtNBONVR8CsVevkkt2-3vUZjKY_aem_Ab7ewnfEUM5mtNdXeDH0fLSccnVDT_4v0nIXuj7bky9ozbyRRAJdy3k9xD6sL40sS31sKGbVSv5bKNr1iyVLRqcC","mobile",1,1
"search","google","2024-05-04","https://www.hensandhollyhocks.com/products/rattan-breakfast-tray","mobile",1,1
"unknown",,"2024-05-05","https://www.hensandhollyhocks.com/products/pink-rabbit-jug","mobile",1,1
"direct",,"2024-05-05","https://www.hensandhollyhocks.com/collections/the-amalfi-collection","other",1,1
"search","google","2024-05-05","https://www.hensandhollyhocks.com/products/hobnail-glasses-dark-green-set-of-6","mobile",1,1
"search","google","2024-05-05","https://www.hensandhollyhocks.com/collections/napkin-bows","mobile",1,1
"search","google","2024-05-05","https://www.hensandhollyhocks.com/products/green-coral-scallop-edge-dessert-side-plate","mobile",1,1
"search","google","2024-05-05","https://www.hensandhollyhocks.com/products/pagoda-lantern-bunnies-1","mobile",1,1
"search","google","2024-05-05","https://www.hensandhollyhocks.com/products/green-striped-tapered-planters-set-of-two","desktop",1,1
"direct",,"2024-05-05","https://www.hensandhollyhocks.com/products/green-striped-tapered-planters-set-of-two","mobile",1,1
"search","google","2024-05-05","https://www.hensandhollyhocks.com/products/thermos-rattan-carafe","mobile",1,1
"direct",,"2024-05-05","https://www.hensandhollyhocks.com/collections/all?sort_by=best-selling","desktop",1,1
"direct",,"2024-05-05","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-dinner-plate?utm_content=Facebook_UA&variant=47651506847904&utm_source=IGShopping&utm_medium=Social","mobile",1,1
"social","instagram","2024-05-06","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaa8IQheHsNz8_CVzy8EnRqrQxvfy77dptwA-grVxXstojGLn6LuXSKuzvk_aem_AT4JNdaogv39Ak4AoiSN61yK6WSRd_W61EajXtb_Q9zPYcFwreXrBueGaBYe8dIID63uwZveY_Y6-NMaabKK4U24","mobile",1,1
"search","google","2024-05-06","https://www.hensandhollyhocks.com/products/green-coral-scallop-edge-dessert-side-plate","mobile",1,1
"search","google","2024-05-06","https://www.hensandhollyhocks.com/products/red-scallop-edge-dinner-plate","mobile",1,1
"search","google","2024-05-06","https://www.hensandhollyhocks.com/products/decorative-golden-pineapple","desktop",1,1
"search","google","2024-05-06","https://www.hensandhollyhocks.com/products/red-coral-scallop-edge-dessert-side-plate","mobile",1,1
"search","google","2024-05-06","https://www.hensandhollyhocks.com/","desktop",1,1
"search","google","2024-05-06","https://www.hensandhollyhocks.com/products/small-tulip-pyramid-vase","mobile",1,1
"search","google","2024-05-06","https://www.hensandhollyhocks.com/products/set-of-four-oiseaux-de-paradis-luncheon-plates","mobile",1,1
"direct",,"2024-05-07","https://www.hensandhollyhocks.com/products/swan-princess?_pos=77&_sid=5d74dca34&_ss=r","mobile",1,1
"search","google","2024-05-07","https://www.hensandhollyhocks.com/products/green-velvet-toadstools","mobile",1,1
"search","google","2024-05-07","https://www.hensandhollyhocks.com/products/pink-rabbit-jug-and-tumblers","mobile",1,1
"direct",,"2024-05-07","https://www.hensandhollyhocks.com/products/sky-blue-gingham-tablecloth","desktop",1,1
"direct",,"2024-05-07","https://www.hensandhollyhocks.com/products/green-striped-tapered-planters-set-of-two","mobile",1,1
"search","google","2024-05-07","https://www.hensandhollyhocks.com/products/scallop-edge-dinner-plate","desktop",1,1
"search","google","2024-05-08","https://www.hensandhollyhocks.com/products/blue-gessato-glasses-set-of-two","other",1,1
"direct",,"2024-05-08","https://www.hensandhollyhocks.com/46049722528/orders/076fae8719fe16cc0e5d1720c34d45c6","mobile",1,1
"direct",,"2024-05-08","https://www.hensandhollyhocks.com/products/red-berries-tablecloth?variant=42803875053728","desktop",1,1
"direct",,"2024-05-08","https://www.hensandhollyhocks.com/46049722528/orders/076fae8719fe16cc0e5d1720c34d45c6","desktop",1,1
"search","google","2024-05-08","https://www.hensandhollyhocks.com/products/set-of-four-white-lace-starter-plates","desktop",1,1
"search","google","2024-05-08","https://www.hensandhollyhocks.com/","mobile",2,2
"unknown","virondigital","2024-05-08","https://www.hensandhollyhocks.com/","mobile",1,1
"direct",,"2024-05-09","https://www.hensandhollyhocks.com/","mobile",1,1
"search","google","2024-05-09","https://www.hensandhollyhocks.com/products/perle-wine-glasses","desktop",1,1
"direct",,"2024-05-09","https://www.hensandhollyhocks.com/collections/crockery?page=3","mobile",1,1
